ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg
CU1811.SHF,20180810,49990.0,49770.0,50080.0,50190.0,49480.0,49610.0,49810.0,-160.0,40.0,43084.0,1073149.93,86972.0,5064.0
CU1811.SHF,20180813,49610.0,49810.0,49680.0,49880.0,49550.0,49770.0,49690.0,-40.0,-120.0,36852.0,915679.31,89316.0,2344.0
CU1811.SHF,20180814,49770.0,49690.0,49810.0,50020.0,49410.0,49570.0,49700.0,-120.0,10.0,45286.0,1125411.39,92266.0,2950.0
CU1811.SHF,20180815,49570.0,49700.0,49550.0,49590.0,48260.0,48590.0,48820.0,-1110.0,-880.0,68544.0,1673475.23,98182.0,5916.0
CU1811.SHF,20180816,48590.0,48820.0,48310.0,48380.0,47240.0,47600.0,47750.0,-1220.0,-1070.0,107112.0,2557305.16,109728.0,11546.0
CU1811.SHF,20180817,47600.0,47750.0,47690.0,48180.0,47500.0,47660.0,47850.0,-90.0,100.0,81294.0,1945180.3,116566.0,6838.0
CU1811.SHF,20180820,47660.0,47850.0,47720.0,48340.0,47720.0,48220.0,48050.0,370.0,200.0,69248.0,1664003.72,119754.0,3188.0
CU1811.SHF,20180821,48220.0,48050.0,48230.0,48710.0,48210.0,48680.0,48430.0,630.0,380.0,66518.0,1610829.76,123212.0,3458.0
CU1811.SHF,20180822,48680.0,48430.0,48700.0,48900.0,48130.0,48270.0,48560.0,-160.0,130.0,59210.0,1437699.14,128186.0,4974.0
CU1811.SHF,20180823,48270.0,48560.0,48410.0,48530.0,47980.0,48000.0,48250.0,-560.0,-310.0,66834.0,1612494.87,132462.0,4276.0
CU1811.SHF,20180824,48000.0,48250.0,48130.0,48760.0,48070.0,48540.0,48460.0,290.0,210.0,67076.0,1625499.87,136708.0,4246.0
CU1811.SHF,20180827,48540.0,48460.0,48590.0,48890.0,48570.0,48810.0,48770.0,350.0,310.0,59268.0,1445412.97,137226.0,518.0
CU1811.SHF,20180828,48810.0,48770.0,48830.0,48950.0,48410.0,48650.0,48600.0,-120.0,-170.0,73992.0,1798010.12,140008.0,2782.0
CU1811.SHF,20180829,48650.0,48600.0,48820.0,49100.0,48740.0,48810.0,48930.0,210.0,330.0,71154.0,1740829.99,144472.0,4464.0
CU1811.SHF,20180830,48810.0,48930.0,48870.0,48910.0,48560.0,48760.0,48720.0,-170.0,-210.0,59292.0,1444459.88,148684.0,4212.0
CU1811.SHF,20180831,48760.0,48720.0,48720.0,48850.0,48310.0,48580.0,48570.0,-140.0,-150.0,105592.0,2564459.98,155852.0,7168.0
CU1811.SHF,20180903,48580.0,48570.0,48550.0,48610.0,47850.0,48150.0,48160.0,-420.0,-410.0,143512.0,3455925.33,169328.0,13476.0
CU1811.SHF,20180904,48150.0,48160.0,48140.0,48180.0,47630.0,47680.0,47910.0,-480.0,-250.0,102332.0,2451718.46,179526.0,10198.0
CU1811.SHF,20180905,47680.0,47910.0,47380.0,47430.0,46940.0,47410.0,47190.0,-500.0,-720.0,162966.0,3845981.04,192980.0,13454.0
CU1811.SHF,20180906,47410.0,47190.0,47370.0,47690.0,47320.0,47490.0,47500.0,300.0,310.0,119670.0,2842731.75,194348.0,1368.0
CU1811.SHF,20180907,47490.0,47500.0,47720.0,47960.0,47400.0,47560.0,47680.0,60.0,180.0,139198.0,3318530.07,198092.0,3744.0
CU1811.SHF,20180910,47560.0,47680.0,47700.0,47900.0,47430.0,47460.0,47660.0,-220.0,-20.0,178970.0,4265293.0,199828.0,1736.0
CU1811.SHF,20180911,47460.0,47660.0,47660.0,47940.0,47570.0,47910.0,47750.0,250.0,90.0,163546.0,3904737.38,199998.0,170.0
CU1811.SHF,20180912,47910.0,47750.0,47310.0,47870.0,47200.0,47730.0,47560.0,-20.0,-190.0,214224.0,5095122.92,204256.0,4258.0
CU1811.SHF,20180913,47730.0,47560.0,47810.0,48660.0,47680.0,48620.0,48240.0,1060.0,680.0,280520.0,6766796.5,197002.0,-7254.0
CU1811.SHF,20180914,48620.0,48240.0,48660.0,48830.0,48420.0,48420.0,48600.0,180.0,360.0,201026.0,4885736.4,189986.0,-7016.0
CU1811.SHF,20180917,48420.0,48600.0,48360.0,48530.0,47820.0,47930.0,48140.0,-670.0,-460.0,222616.0,5359462.97,193732.0,3746.0
CU1811.SHF,20180918,47930.0,48140.0,48010.0,48790.0,47980.0,48680.0,48400.0,540.0,260.0,276876.0,6700585.07,207594.0,13862.0
CU1811.SHF,20180919,48680.0,48400.0,49290.0,49730.0,49210.0,49640.0,49480.0,1240.0,1080.0,301162.0,7451763.51,199090.0,-8504.0
CU1811.SHF,20180920,49640.0,49480.0,49500.0,49600.0,49230.0,49340.0,49440.0,-140.0,-40.0,189550.0,4686120.72,199366.0,276.0
CU1811.SHF,20180921,49340.0,49440.0,49330.0,50020.0,49110.0,49740.0,49600.0,300.0,160.0,254236.0,6305564.28,205456.0,6090.0
CU1811.SHF,20180925,49740.0,49600.0,50400.0,50460.0,50010.0,50360.0,50180.0,760.0,580.0,165238.0,4146227.27,201426.0,-4030.0
CU1811.SHF,20180926,50360.0,50180.0,50710.0,50820.0,50390.0,50530.0,50580.0,350.0,400.0,234234.0,5924143.06,196772.0,-4654.0
CU1811.SHF,20180927,50530.0,50580.0,50580.0,50680.0,50070.0,50130.0,50390.0,-450.0,-190.0,189856.0,4783457.98,182654.0,-14118.0
CU1811.SHF,20180928,50130.0,50390.0,50040.0,50240.0,49710.0,50170.0,49970.0,-220.0,-420.0,196936.0,4921177.88,170146.0,-12508.0
CU1811.SHF,20181008,50170.0,49970.0,50120.0,50250.0,49820.0,50010.0,50020.0,40.0,50.0,87740.0,2194571.54,172576.0,2430.0
CU1811.SHF,20181009,50010.0,50020.0,50050.0,50500.0,50010.0,50500.0,50300.0,480.0,280.0,166260.0,4182051.68,175162.0,2586.0
CU1811.SHF,20181010,50500.0,50300.0,50270.0,51140.0,50160.0,50770.0,50700.0,470.0,400.0,212766.0,5394221.58,180836.0,5674.0
CU1811.SHF,20181011,50770.0,50700.0,50730.0,50930.0,49760.0,49980.0,50210.0,-720.0,-490.0,226062.0,5676304.49,175978.0,-4858.0
CU1811.SHF,20181012,49980.0,50210.0,50230.0,50850.0,50080.0,50800.0,50490.0,590.0,280.0,196994.0,4973168.58,182814.0,6836.0
CU1811.SHF,20181015,50800.0,50490.0,50740.0,51090.0,50450.0,50570.0,50780.0,80.0,290.0,152142.0,3863561.1,178316.0,-4498.0
CU1811.SHF,20181016,50570.0,50780.0,50780.0,50960.0,50130.0,50190.0,50510.0,-590.0,-270.0,149838.0,3784650.23,168606.0,-9710.0
CU1811.SHF,20181017,50190.0,50510.0,50330.0,50380.0,50030.0,50290.0,50230.0,-220.0,-280.0,111464.0,2799654.18,160952.0,-7654.0
CU1811.SHF,20181018,50290.0,50230.0,50380.0,50560.0,50000.0,50130.0,50280.0,-100.0,50.0,120742.0,3035613.4,147102.0,-13850.0
CU1811.SHF,20181019,50130.0,50280.0,50000.0,50310.0,49850.0,50270.0,50080.0,-10.0,-200.0,109650.0,2745775.65,140034.0,-7068.0
CU1811.SHF,20181022,50270.0,50080.0,50480.0,50610.0,50250.0,50540.0,50450.0,460.0,370.0,90744.0,2289330.09,131412.0,-8622.0
CU1811.SHF,20181023,50540.0,50450.0,50710.0,50780.0,50040.0,50100.0,50330.0,-350.0,-120.0,82700.0,2081209.96,116458.0,-14954.0
CU1811.SHF,20181024,50100.0,50330.0,49920.0,50290.0,49850.0,50270.0,50090.0,-60.0,-240.0,94348.0,2363108.67,95734.0,-20724.0
CU1811.SHF,20181025,50270.0,50090.0,50070.0,50170.0,49350.0,49750.0,49680.0,-340.0,-410.0,91260.0,2266903.68,84580.0,-11154.0
CU1811.SHF,20181026,49750.0,49680.0,49960.0,50300.0,49670.0,49680.0,49930.0,0.0,250.0,49496.0,1235819.76,80648.0,-3932.0
CU1811.SHF,20181029,49680.0,49930.0,49680.0,50100.0,49560.0,49700.0,49830.0,-230.0,-100.0,53786.0,1340288.82,73114.0,-7534.0
CU1811.SHF,20181030,49700.0,49830.0,50020.0,50050.0,49530.0,49650.0,49680.0,-180.0,-150.0,55614.0,1381482.82,64048.0,-9066.0
CU1811.SHF,20181031,49650.0,49680.0,49480.0,49480.0,48900.0,49100.0,49120.0,-580.0,-560.0,57280.0,1406889.52,56170.0,-7878.0
CU1811.SHF,20181101,49100.0,49120.0,49050.0,49170.0,48510.0,48680.0,48720.0,-440.0,-400.0,34450.0,839294.6,54440.0,-1730.0
CU1811.SHF,20181102,48680.0,48720.0,48780.0,49930.0,48750.0,49820.0,49340.0,1100.0,620.0,33220.0,819667.0,50030.0,-4410.0
CU1811.SHF,20181105,49820.0,49340.0,49820.0,50290.0,49720.0,49780.0,49890.0,440.0,550.0,30430.0,759128.5,46570.0,-3460.0
CU1811.SHF,20181106,49780.0,49890.0,49800.0,49860.0,49500.0,49670.0,49630.0,-220.0,-260.0,21920.0,543949.9,42890.0,-3680.0
CU1811.SHF,20181107,49670.0,49630.0,49640.0,49850.0,49260.0,49470.0,49460.0,-160.0,-170.0,26850.0,664040.1,38330.0,-4560.0
CU1811.SHF,20181108,49470.0,49460.0,49600.0,49680.0,49350.0,49440.0,49500.0,-20.0,40.0,22290.0,551708.0,34800.0,-3530.0
CU1811.SHF,20181109,49440.0,49500.0,49340.0,49530.0,49120.0,49270.0,49340.0,-230.0,-160.0,22530.0,555910.15,30100.0,-4700.0
CU1811.SHF,20181112,49270.0,49340.0,49130.0,49200.0,48860.0,48900.0,49030.0,-440.0,-310.0,27710.0,679447.85,22940.0,-7160.0
CU1811.SHF,20181113,48900.0,49030.0,48910.0,49040.0,48700.0,49030.0,48830.0,0.0,-200.0,17270.0,421721.7,16110.0,-6830.0
